market,period,product_id,market_share,calories,organic,price,out_share,logit_dv,num,avg_price,NCompet,avg_calories,NOrganic,NOrganic2,min_dist_col,market_id
1,6,12,.02178796,2.1600001,0,1.41,.69923627,-3.4686313,5,1.4699999,5,1.796,3,0,2.04,26
1,6,14,.10197664,1.62,1,1.73,.69923627,-1.9252449,2,1.77,5,1.904,3,3,1.61,26
2,6,1,.023906326,1.61,1,1.78,.52789068,-3.0947461,3,1.9100001,8,1.8725001,4,4,1.62,27
2,6,4,.038054969,1.71,1,2.27,.52789068,-2.6298575,2,2.27,8,1.86,4,4,1.62,27
2,6,5,.039518621,1.95,0,1.35,.52789068,-2.5921173,3,1.42,8,1.83,4,0,1.95,27
2,6,9,.038380224,2,0,1.63,.52789068,-2.621347,4,1.7733333,8,1.82375,4,0,2.04,27
2,6,10,.066026993,2.04,0,1.35,.52789068,-2.0788255,3,1.3050001,8,1.81875,4,0,2,27
2,6,12,.067815907,2.1600001,0,1.4299999,.52789068,-2.0520923,5,1.4649999,8,1.80375,4,0,2.04,27
2,6,13,.038868111,1.95,0,1.27,.52789068,-2.6087151,3,1.255,8,1.83,4,0,1.95,27
2,6,14,.062937066,1.62,1,1.77,.52789068,-2.126754,2,1.73,8,1.87125,4,4,1.61,27
2,6,17,.096601076,1.55,1,1.9400001,.52789068,-1.6982993,2,1.8400002,8,1.88,4,4,1.61,27
3,6,5,.078274451,1.95,0,1.42,.5032208,-1.8608078,3,1.385,8,2.0149999,0,0,1.97,28
3,6,6,.043138787,2,0,1.5599999,.5032208,-2.4566064,3,1.49,8,2.00875,0,0,2,28
3,6,8,.083544798,2.04,0,1,.5032208,-1.7956461,1,,8,2.0037498,0,0,2,28
3,6,9,.012687878,2,0,1.79,.5032208,-3.680382,4,1.7199999,8,2.00875,0,0,2,28
3,6,12,.01756783,2.1600001,0,1.54,.5032208,-3.3549597,5,1.4375,8,1.9887499,0,0,2.0799999,28
3,6,16,.062268201,1.97,0,1.25,.5032208,-2.0895782,2,1.29,8,2.0124998,0,0,1.98,28
3,6,18,.055631466,1.98,0,1.37,.5032208,-2.20228,2,1.2400001,8,2.01125,0,0,1.97,28
3,6,19,.078860044,1.89,0,1.33,.5032208,-1.8533543,1,,8,2.0224998,0,0,1.95,28
3,6,20,.064805776,2.0799999,0,1.6,.5032208,-2.0496342,2,1.4399999,8,1.99875,0,0,2.04,28
4,6,7,.037715945,1.61,1,1.84,.61505997,-2.7916367,1,,7,1.8942857,3,3,1.59,29
4,6,9,.018989846,2,0,1.84,.61505997,-3.4778154,4,1.7033333,7,1.8385714,3,0,1.97,29
4,6,10,.079651855,2.04,0,1.29,.61505997,-2.0440545,3,1.335,7,1.8328571,3,0,2,29
4,6,11,.10694975,1.59,1,2.3099999,.61505997,-1.7493607,1,,7,1.8971429,3,3,1.61,29
4,6,12,.0092311753,2.1600001,0,1.49,.61505997,-4.1991334,5,1.4499999,7,1.8157142,3,0,2.04,29
4,6,13,.032704733,1.95,0,1.27,.61505997,-2.9342,3,1.255,7,1.8457142,3,0,1.97,29
4,6,16,.069629431,1.97,0,1.29,.61505997,-2.1785324,2,1.25,7,1.8428571,3,0,1.95,29
4,6,17,.030067256,1.55,1,1.84,.61505997,-3.0182831,2,1.9400002,7,1.9028572,3,3,1.59,29
5,6,1,.29190505,1.61,1,2,.42300671,-.37095949,3,1.8,9,1.97,2,2,1.6,30
5,6,2,.0097382842,1.6,1,1.98,.42300671,-3.7713232,1,,9,1.9711112,2,2,1.61,30
5,6,5,.044796105,1.95,0,1.42,.42300671,-2.2452669,3,1.385,9,1.9322222,2,0,1.95,30
5,6,6,.023371881,2,0,1.52,.42300671,-2.8958545,3,1.51,9,1.9266667,2,0,2,30
5,6,9,.0025562991,2,0,1.6900001,.42300671,-5.1088276,4,1.7533332,9,1.9266667,2,0,2,30
5,6,12,.027875837,2.1600001,0,1.42,.42300671,-2.7196279,5,1.4675,9,1.9088889,2,0,2.0799999,30
5,6,13,.10018259,1.95,0,1.24,.42300671,-1.4403936,3,1.27,9,1.9322222,2,0,1.95,30
5,6,15,.0092513692,2.01,0,1.45,.42300671,-3.8226166,1,,9,1.9255556,2,0,2,30
5,6,18,.046013389,1.98,0,1.24,.42300671,-2.2184556,2,1.3700001,9,1.9288889,2,0,2,30
5,6,20,.021302495,2.0799999,0,1.4400001,.42300671,-2.9885638,2,1.5999999,9,1.9177778,2,0,2.01,30
1,7,1,.012578616,1.61,1,1.88,.52515721,-3.7316995,3,1.9449999,5,1.9599999,2,2,1.55,31
1,7,10,.1794699,2.04,0,1.37,.52515721,-1.0736902,3,1.2349999,5,1.874,2,0,2.0799999,31
1,7,12,.0085354904,2.1600001,0,1.53,.52515721,-4.1194649,2,1.6200001,5,1.8499999,2,0,2.0799999,31
1,7,16,.21787961,1.97,0,1.4400001,.52515721,-.87975502,2,1.27,5,1.888,2,0,2.04,31
1,7,17,.048292901,1.55,1,1.87,.52515721,-2.3864131,2,1.7899998,5,1.972,2,2,1.61,31
1,7,20,.008086253,2.0799999,0,1.46,.52515721,-4.173532,1,,5,1.8659999,2,0,2.04,31
2,7,5,.018376973,1.95,0,1.27,.43681902,-3.1684206,2,1.3499999,5,1.85,2,0,1.97,32
2,7,7,.029273054,1.61,1,1.8,.43681902,-2.7028515,2,1.77,5,1.918,2,2,1.59,32
2,7,8,.42803708,2.04,0,1.2,.43681902,-.020309139,3,1.0150001,5,1.832,2,0,2.04,32
2,7,10,.0069930069,2.04,0,1.1900001,.43681902,-4.1346083,3,1.3249999,5,1.832,2,0,2.04,32
2,7,11,.012359733,1.59,1,2.1400001,.43681902,-3.5650752,3,2.1849999,5,1.9220001,2,2,1.61,32
2,7,16,.068141162,1.97,0,1.27,.43681902,-1.8579375,2,1.4400001,5,1.846,2,0,1.95,32
3,7,3,.16982237,1.98,0,.98000002,.51610386,-1.1115551,2,1.02,5,1.87,1,0,1.95,33
3,7,5,.08842475,1.95,0,1.35,.51610386,-1.7641561,2,1.2699999,5,1.8759999,1,0,1.95,33
3,7,13,.054265078,1.95,0,1.36,.51610386,-2.2524271,2,1.35,5,1.8759999,1,0,1.95,33
3,7,15,.0044895569,2.01,0,1.52,.51610386,-4.744554,2,1.51,5,1.864,1,0,1.98,33
3,7,17,.13800508,1.55,1,1.79,.51610386,-1.3190175,2,1.8699999,5,1.956,1,1,1.89,33
3,7,19,.028889323,1.89,0,1.28,.51610386,-2.8828359,2,1.27,5,1.888,1,0,1.95,33
4,7,1,.0068574441,1.61,1,1.96,.37386256,-3.9985535,3,1.905,10,1.902,4,4,1.6,34
4,7,2,.026374785,1.6,1,1.98,.37386256,-2.6514797,2,2,10,1.903,4,4,1.59,34
4,7,3,.26493472,1.98,0,1.02,.37386256,-.34440482,2,.98000002,10,1.865,4,0,1.98,34
4,7,4,.012659897,1.71,1,2.24,.37386256,-3.3854489,1,,10,1.892,4,4,1.61,34
4,7,8,.22339444,2.04,0,1.05,.37386256,-.51494926,3,1.0900002,10,1.859,4,0,2.01,34
4,7,9,.0056705792,2,0,1.76,.37386256,-4.1885972,1,,10,1.863,4,0,2.01,34
4,7,11,.010813662,1.59,1,2.22,.37386256,-3.5430779,3,2.145,10,1.904,4,4,1.6,34
4,7,12,.013978636,2.1600001,0,1.62,.37386256,-3.2863581,2,1.5300001,10,1.847,4,0,2.04,34
4,7,13,.010681788,1.95,0,1.35,.37386256,-3.5553479,2,1.36,10,1.868,4,0,1.98,34
4,7,15,.0054068309,2.01,0,1.51,.37386256,-4.2362251,2,1.52,10,1.862,4,0,2,34
4,7,18,.045364629,1.98,0,1.4299999,.37386256,-2.1091557,1,,10,1.865,4,0,1.98,34
5,7,1,.048934873,1.61,1,1.9299999,.4461351,-2.2101316,3,1.92,8,1.79875,5,5,1.61,35
5,7,2,.077662811,1.6,1,2,.4461351,-1.7482454,2,1.98,8,1.8,5,5,1.59,35
5,7,6,.092391968,2,0,1.49,.4461351,-1.5745817,1,,8,1.75,5,0,2.04,35
5,7,7,.0045039561,1.61,1,1.77,.4461351,-4.5956655,2,1.8,8,1.79875,5,5,1.61,35
5,7,8,.12525867,2.04,0,.98000002,.4461351,-1.2702409,3,1.125,8,1.745,5,0,2.04,35
5,7,10,.038953137,2.04,0,1.28,.4461351,-2.4382625,3,1.28,8,1.745,5,0,2.04,35
5,7,11,.026536822,1.59,1,2.1500001,.4461351,-2.8220885,3,2.1800001,8,1.80125,5,5,1.6,35
5,7,14,.056482047,1.62,1,1.64,.4461351,-2.066699,1,,8,1.7975,5,5,1.61,35
5,7,19,.083140597,1.89,0,1.27,.4461351,-1.6800888,2,1.28,8,1.7637501,5,0,2,35
1,8,1,.008086253,1.61,1,2.0999999,.41082662,-3.9280059,3,2.1349998,7,1.8514285,4,4,1.6,36
1,8,2,.016397124,1.6,1,1.95,.41082662,-3.2210653,4,2.1066668,7,1.8528571,4,4,1.61,36
1,8,3,.17924528,1.98,0,.87,.41082662,-.82941616,2,.87,7,1.7985713,4,0,2.01,36
1,8,8,.11747529,2.04,0,1.14,.41082662,-1.2519432,3,1.11,7,1.79,4,0,2.01,36
1,8,12,.0089847259,2.1600001,0,1.6900001,.41082662,-3.8226452,1,,7,1.7728571,4,0,2.04,36
1,8,14,.042003594,1.62,1,1.9,.41082662,-2.280416,3,1.895,7,1.8499999,4,4,1.61,36
1,8,15,.004941599,2.01,0,1.46,.41082662,-4.4204822,3,1.365,7,1.7942857,4,0,1.98,36
1,8,17,.21203953,1.55,1,2.01,.41082662,-.66139859,2,1.97,7,1.86,4,4,1.6,36
2,8,2,.087331273,1.6,1,2.0699999,.43307853,-1.6012105,4,2.0666668,12,1.9358333,3,3,1.59,37
2,8,4,.037404455,1.71,1,2.3499999,.43307853,-2.4491293,1,,12,1.9266666,3,3,1.6,37
2,8,5,.036753945,1.95,0,1.52,.43307853,-2.4666736,3,1.505,12,1.9066666,3,0,1.95,37
2,8,6,.01772646,2,0,1.33,.43307853,-3.1958606,1,,12,1.9024999,3,0,2,37
2,8,8,.017401204,2.04,0,1.09,.43307853,-3.2143798,3,1.135,12,1.8991666,3,0,2.04,37
2,8,9,.037892342,2,0,1.67,.43307853,-2.4361701,2,1.7799999,12,1.9024999,3,0,2,37
2,8,10,.056757197,2.04,0,1.17,.43307853,-2.0321367,2,1.34,12,1.8991666,3,0,2.04,37
2,8,11,.016262807,1.59,1,2.0999999,.43307853,-3.2820385,3,2.125,12,1.9366666,3,3,1.6,37
2,8,13,.083590828,1.95,0,1.26,.43307853,-1.6449853,1,,12,1.9066666,3,0,1.95,37
2,8,15,.0061798668,2.01,0,1.37,.43307853,-4.2496223,3,1.41,12,1.9016666,3,0,2,37
2,8,16,.025857862,1.97,0,1.34,.43307853,-2.8183043,3,1.33,12,1.905,3,0,1.95,37
2,8,19,.048625793,1.89,0,1.41,.43307853,-2.186765,2,1.4399999,12,1.9116666,3,0,1.95,37
2,8,20,.095137417,2.0799999,0,1.35,.43307853,-1.5155967,3,1.39,12,1.8958333,3,0,2.04,37
3,8,2,.022057388,1.6,1,2.03,.56666017,-3.2461121,4,2.0800002,6,1.8783333,3,3,1.61,38
3,8,5,.013273473,1.95,0,1.53,.56666017,-3.7539923,3,1.5,6,1.8199999,3,0,1.97,38
3,8,7,.16806559,1.61,1,1.77,.56666017,-1.2154055,1,,6,1.8766667,3,3,1.6,38
3,8,8,.089400738,2.04,0,1.13,.56666017,-1.8466308,3,1.115,6,1.8050001,3,0,2.0799999,38
3,8,14,.002537576,1.62,1,1.8099999,.56666017,-5.4085503,3,1.9400001,6,1.875,3,3,1.61,38
3,8,16,.1040406,1.97,0,1.29,.56666017,-1.6949786,3,1.355,6,1.8166666,3,0,1.95,38
3,8,20,.033964474,2.0799999,0,1.4400001,.56666017,-2.8144448,3,1.345,6,1.7983334,3,0,2.04,38
4,8,1,.053804561,1.61,1,2.2,.58486092,-2.3860159,3,2.0849998,6,1.7716666,4,4,1.62,39
4,8,11,.034550969,1.59,1,2.1500001,.58486092,-2.8289385,3,2.0999999,6,1.775,4,4,1.61,39
4,8,14,.14809442,1.62,1,1.98,.58486092,-1.3735241,3,1.855,6,1.77,4,4,1.61,39
4,8,15,.037188448,2.01,0,1.36,.58486092,-2.7553759,3,1.415,6,1.7049999,4,0,1.97,39
4,8,16,.028880389,1.97,0,1.37,.58486092,-3.0082114,3,1.3150001,6,1.7116666,4,0,2.01,39
4,8,17,.074508771,1.55,1,1.97,.58486092,-2.0604572,2,2.01,6,1.7816666,4,4,1.59,39
4,8,19,.038111564,1.89,0,1.4400001,.58486092,-2.7308564,2,1.4099998,6,1.7249999,4,0,1.97,39
5,8,1,.0032866709,1.61,1,2.0699999,.3451004,-4.6539602,3,2.1499999,8,1.9025,3,3,1.6,40
5,8,2,.15082167,1.6,1,2.22,.3451004,-.82773727,4,2.0166669,8,1.9037499,3,3,1.59,40
5,8,3,.15690809,1.98,0,.87,.3451004,-.78817517,2,.87,8,1.85625,3,0,1.98,40
5,8,5,.053804018,1.95,0,1.48,.3451004,-1.8584872,3,1.525,8,1.86,3,0,1.98,40
5,8,9,.007790627,2,0,1.78,.3451004,-3.7909141,2,1.6699998,8,1.85375,3,0,1.98,40
5,8,10,.243944,2.04,0,1.34,.3451004,-.34689668,2,1.17,8,1.84875,3,0,2,40
5,8,11,.001947657,1.59,1,2.0999999,.3451004,-5.1772084,3,2.125,8,1.905,3,3,1.6,40
5,8,18,.021545952,1.98,0,1.5,.3451004,-2.7736475,1,,8,1.85625,3,0,1.98,40
5,8,20,.014850883,2.0799999,0,1.34,.3451004,-3.145776,3,1.395,8,1.84375,3,0,2.04,40
1,9,3,.21630728,1.98,0,.73000002,.38746631,-.5829289,3,.86000001,8,1.9087501,2,0,1.98,41
1,9,6,.065363884,2,0,1.29,.38746631,-1.779659,4,1.2533334,8,1.9062501,2,0,2,41
1,9,9,.01460018,2,0,1.6799999,.38746631,-3.278595,4,1.72,8,1.9062501,2,0,2,41
1,9,11,.13836478,1.59,1,2,.38746631,-1.0297354,1,,8,1.9575001,2,2,1.62,41
1,9,12,.040880501,2.1600001,0,1.53,.38746631,-2.2489758,4,1.55,8,1.88625,2,0,2,41
1,9,13,.002695418,1.95,0,1.49,.38746631,-4.9680758,2,1.45,8,1.9125001,2,0,1.97,41
1,9,14,.036612757,1.62,1,1.8099999,.38746631,-2.3592322,4,1.9066666,8,1.9537501,2,2,1.59,41
1,9,16,.089847259,1.97,0,1.5599999,.38746631,-1.4615178,3,1.5549999,8,1.9100001,2,0,1.98,41
1,9,18,.0078616347,1.98,0,1.26,.38746631,-3.8976343,2,1.3399999,8,1.9087501,2,0,1.98,41
2,9,1,.078061476,1.61,1,2.1099999,.47812653,-1.8123788,3,2.2350001,9,1.9266666,3,3,1.6,42
2,9,2,.0065051229,1.6,1,2.1400001,.47812653,-4.2972856,1,,9,1.9277778,3,3,1.61,42
2,9,3,.24442999,1.98,0,.92000002,.47812653,-.67094648,3,.76499999,9,1.8855555,3,0,1.98,42
2,9,5,.0022767929,1.95,0,1.63,.47812653,-5.3471074,2,1.5200001,9,1.8888888,3,0,1.97,42
2,9,6,.091722228,2,0,1.24,.47812653,-1.6511106,4,1.2700001,9,1.8833333,3,0,1.98,42
2,9,12,.007968775,2.1600001,0,1.62,.47812653,-4.0943446,4,1.52,9,1.8655555,3,0,2.0799999,42
2,9,14,.034477152,1.62,1,1.91,.47812653,-2.6295786,4,1.8733332,9,1.9255556,3,3,1.61,42
2,9,16,.038542852,1.97,0,1.53,.47812653,-2.5181048,3,1.5699999,9,1.8866667,3,0,1.98,42
2,9,18,.003089933,1.98,0,1.34,.47812653,-5.0417261,2,1.2599999,9,1.8855555,3,0,1.98,42
2,9,20,.014799154,2.0799999,0,1.38,.47812653,-3.4753053,4,1.3466667,9,1.8744445,3,0,2,42
3,9,1,.002927972,1.61,1,2.3399999,.39117706,-4.8948503,3,2.1200001,8,2.0275002,1,1,1.95,43
3,9,3,.24770643,1.98,0,.80000001,.39117706,-.456916,3,.82499999,8,1.98125,1,0,2,43
3,9,6,.036306851,2,0,1.3,.39117706,-2.3771539,4,1.2500001,8,1.9787501,1,0,2,43
3,9,8,.055241071,2.04,0,1.28,.39117706,-1.9574536,2,1.29,8,1.9737501,1,0,2.01,43
3,9,9,.0052703489,2,0,1.73,.39117706,-4.3070636,4,1.7033334,8,1.9787501,1,0,2,43
3,9,12,.00097599102,2.1600001,0,1.47,.39117706,-5.9934621,4,1.5699999,8,1.95875,1,0,2.0799999,43
3,9,13,.02908452,1.95,0,1.45,.39117706,-2.5989542,2,1.49,8,1.985,1,0,1.98,43
3,9,15,.065781765,2.01,0,1.36,.39117706,-1.7828176,3,1.2950001,8,1.9775001,1,0,2,43
3,9,20,.16552801,2.0799999,0,1.47,.39117706,-.86001986,4,1.3166667,8,1.9687501,1,0,2.04,43
4,9,4,.016616115,1.71,1,1.97,.41223788,-3.2112277,1,,10,1.877,4,4,1.62,44
4,9,6,.02953976,2,0,1.22,.41223788,-2.6358633,4,1.2766668,10,1.848,4,0,2,44
4,9,7,.26546222,1.61,1,1.73,.41223788,-.44012803,2,1.6799998,10,1.887,4,4,1.62,44
4,9,9,.0094949231,2,0,1.75,.41223788,-3.7708433,4,1.6966667,10,1.848,4,0,2,44
4,9,10,.010022419,2.04,0,1.24,.41223788,-3.7167761,1,,10,1.844,4,0,2.01,44
4,9,14,.065145724,1.62,1,1.89,.41223788,-1.8449739,4,1.8799999,10,1.886,4,4,1.61,44
4,9,15,.0308585,2.01,0,1.27,.41223788,-2.5921884,3,1.3400002,10,1.847,4,0,2,44
4,9,16,.023869181,1.97,0,1.58,.41223788,-2.8490124,3,1.5449998,10,1.8510001,4,0,2,44
4,9,17,.058947645,1.55,1,1.83,.41223788,-1.9449509,1,,10,1.893,4,4,1.61,44
4,9,19,.048397731,1.89,0,1.46,.41223788,-2.1421475,2,1.4299998,10,1.859,4,0,1.97,44
4,9,20,.029407887,2.0799999,0,1.27,.41223788,-2.6403377,4,1.3833333,10,1.84,4,0,2.04,44
5,9,1,.014120511,1.61,1,2.1300001,.43104076,-3.4185743,3,2.2249999,9,1.9288888,3,3,1.61,45
5,9,5,.01765064,1.95,0,1.52,.43104076,-3.1954308,2,1.6300001,9,1.891111,3,0,2,45
5,9,7,.13597079,1.61,1,1.6799999,.43104076,-1.1537626,2,1.7299999,9,1.9288888,3,3,1.61,45
5,9,8,.024102252,2.04,0,1.29,.43104076,-2.8838973,2,1.28,9,1.881111,3,0,2.01,45
5,9,9,.004017042,2,0,1.6799999,.43104076,-4.6756568,4,1.72,9,1.8855555,3,0,2.01,45
5,9,12,.01509434,2.1600001,0,1.5599999,.43104076,-3.3518829,4,1.54,9,1.8677777,3,0,2.0799999,45
5,9,14,.0083992695,1.62,1,1.92,.43104076,-3.9380579,4,1.8699999,9,1.9277778,3,3,1.61,45
5,9,15,.096652463,2.01,0,1.3200001,.43104076,-1.4950809,3,1.3150001,9,1.8844444,3,0,2,45
5,9,19,.16189897,1.89,0,1.4299999,.43104076,-.97923017,2,1.4599999,9,1.8977777,3,0,1.95,45
5,9,20,.091052949,2.0799999,0,1.3,.43104076,-1.5547614,4,1.3733333,9,1.8766667,3,0,2.04,45
1,10,3,.091868825,1.98,0,.69,.45530099,-1.6005969,1,,6,1.8983333,2,0,1.98,46
1,10,4,.016397124,1.71,1,2.25,.45530099,-3.3238528,5,2.1800001,6,1.9433333,2,2,1.61,46
1,10,7,.1125337,1.61,1,1.99,.45530099,-1.397706,3,1.885,6,1.9599999,2,2,1.71,46
1,10,8,.088274933,2.04,0,1.14,.45530099,-1.6405026,4,1.1133333,6,1.8883333,2,0,1.98,46
1,10,12,.017520215,2.1600001,0,1.54,.45530099,-3.2576034,2,1.54,6,1.8683333,2,0,2.04,46
1,10,18,.13701707,1.98,0,1.3,.45530099,-1.2008532,3,1.1099999,6,1.8983333,2,0,1.98,46
1,10,19,.08108715,1.89,0,1.61,.45530099,-1.7254342,3,1.5600001,6,1.9133333,2,0,1.98,46
2,10,4,.0055293539,1.71,1,2.26,.54138887,-4.5840669,5,2.1775,8,1.9025,3,3,1.62,47
2,10,5,.076597825,1.95,0,1.41,.54138887,-1.9555691,1,,8,1.8725001,3,0,1.97,47
2,10,6,.015612295,2,0,1.3099999,.54138887,-3.5460792,3,1.3400002,8,1.86625,3,0,2.01,47
2,10,8,.1906001,2.04,0,1.2,.54138887,-1.0439603,4,1.0933334,8,1.86125,3,0,2.01,47
2,10,14,.030574078,1.62,1,1.91,.54138887,-2.8739853,4,1.9233333,8,1.9137501,3,3,1.55,47
2,10,15,.011709221,2.01,0,1.5599999,.54138887,-3.8337612,3,1.535,8,1.865,3,0,2,47
2,10,16,.015612295,1.97,0,1.59,.54138887,-3.5460792,2,1.59,8,1.87,3,0,1.95,47
2,10,17,.058058221,1.55,1,1.9,.54138887,-2.2326915,1,,8,1.9225,3,3,1.62,47
2,10,20,.054317776,2.0799999,0,1.17,.54138887,-2.2992864,3,1.155,8,1.85625,3,0,2.04,47
3,10,1,.023423774,1.61,1,1.96,.38922507,-2.8104062,2,1.98,7,1.8685714,4,4,1.61,48
3,10,4,.0040991609,1.71,1,2.1300001,.38922507,-4.5533752,5,2.21,7,1.8542856,4,4,1.62,48
3,10,7,.1348819,1.61,1,1.9,.38922507,-1.0597582,3,1.9299999,7,1.8685714,4,4,1.61,48
3,10,8,.072613701,2.04,0,1.04,.38922507,-1.6790041,4,1.1466666,7,1.8071429,4,0,2.04,48
3,10,10,.16513762,2.04,0,1.03,.38922507,-.85737854,2,1.0699999,7,1.8071429,4,0,2.04,48
3,10,14,.082178414,1.62,1,1.91,.38922507,-1.5552651,4,1.9233333,7,1.8671428,4,4,1.61,48
3,10,18,.020495802,1.98,0,1.14,.38922507,-2.9439375,3,1.1899999,7,1.8157142,4,0,2.04,48
3,10,20,.10794456,2.0799999,0,1.13,.38922507,-1.28254,3,1.175,7,1.8014286,4,0,2.04,48
4,10,1,.12607148,1.61,1,1.98,.40775418,-1.1738154,2,1.96,11,1.8954545,4,4,1.6,49
4,10,2,.038375314,1.6,1,2.0599999,.40775418,-2.36325,2,2.04,11,1.8963636,4,4,1.61,49
4,10,4,.02149545,1.71,1,2.21,.40775418,-2.9428232,5,2.1900001,11,1.8863636,4,4,1.62,49
4,10,6,.081761837,2,0,1.33,.40775418,-1.606854,3,1.33,11,1.86,4,0,2.01,49
4,10,10,.1749967,2.04,0,1.0700001,.40775418,-.84589738,2,1.0299999,11,1.8563637,4,0,2.01,49
4,10,13,.068310693,1.95,0,1.39,.40775418,-1.7865982,2,1.4299999,11,1.8645455,4,0,1.97,49
4,10,14,.0030330999,1.62,1,1.9400001,.40775418,-4.9010792,4,1.9133333,11,1.8945454,4,4,1.61,49
4,10,15,.0022418569,2.01,0,1.52,.40775418,-5.2033601,3,1.5549999,11,1.8590909,4,0,2,49
4,10,16,.0059343269,1.97,0,1.59,.40775418,-4.2299109,2,1.59,11,1.8627273,4,0,1.98,49
4,10,18,.015692998,1.98,0,1.08,.40775418,-3.2574499,3,1.2199999,11,1.8618182,4,0,1.97,49
4,10,19,.025979163,1.89,0,1.5700001,.40775418,-2.7533698,3,1.58,11,1.87,4,0,1.95,49
4,10,20,.028352896,2.0799999,0,1.1799999,.40775418,-2.6659353,3,1.15,11,1.8527273,4,0,2.04,49
5,10,2,.03858795,1.6,1,2.04,.54741323,-2.6522639,2,2.0599999,10,1.858,5,5,1.59,50
5,10,4,.056360316,1.71,1,2.1199999,.54741323,-2.2734387,5,2.2125001,10,1.847,5,5,1.62,50
5,10,6,.003895313,2,0,1.35,.54741323,-4.9454298,3,1.3200001,10,1.8180001,5,0,2.01,50
5,10,7,.031649422,1.61,1,1.87,.54741323,-2.8504841,3,1.9449999,10,1.857,5,5,1.6,50
5,10,8,.069506995,2.04,0,1.1,.54741323,-2.0637765,4,1.1266667,10,1.814,5,0,2.01,50
5,10,11,.052465003,1.59,1,2.1500001,.54741323,-2.3450577,1,,10,1.8590001,5,5,1.6,50
5,10,12,.043335363,2.1600001,0,1.54,.54741323,-2.5362349,2,1.54,10,1.802,5,0,2.04,50
5,10,13,.03006695,1.95,0,1.4299999,.54741323,-2.9017775,2,1.39,10,1.8230001,5,0,2,50
5,10,14,.066707246,1.62,1,1.92,.54741323,-2.1048903,4,1.92,10,1.8560001,5,5,1.61,50
5,10,15,.052830189,2.01,0,1.55,.54741323,-2.3381212,3,1.54,10,1.817,5,0,2,50
5,10,19,.0071819839,1.89,0,1.55,.54741323,-4.3336282,3,1.5900002,10,1.829,5,0,1.95,50
1,11,4,.070080861,1.71,1,2.22,.41486973,-1.7783148,2,2.2500002,9,1.8788888,4,4,1.62,51
1,11,5,.003144654,1.95,0,1.37,.41486973,-4.8822608,2,1.3200001,9,1.8522222,4,0,1.98,51
1,11,7,.077493258,1.61,1,1.8200001,.41486973,-1.6777736,2,1.7799999,9,1.89,4,4,1.62,51
1,11,8,.033018868,2.04,0,1.25,.41486973,-2.5308855,3,1.3199999,9,1.8422222,4,0,2.04,51
1,11,9,.0087601077,2,0,1.6,.41486973,-3.8577564,3,1.5650001,9,1.8466667,4,0,1.98,51
1,11,10,.15453729,2.04,0,1.09,.41486973,-.9875291,3,1.11,9,1.8422222,4,0,2.04,51
1,11,11,.0038185089,1.59,1,2.3499999,.41486973,-4.6881046,1,,9,1.8922222,4,4,1.61,51
1,11,14,.019766398,1.62,1,1.9400001,.41486973,-3.0439811,4,1.9566666,9,1.8888888,4,4,1.61,51
1,11,18,.040431269,1.98,0,1.02,.41486973,-2.328361,4,1.13,9,1.8488889,4,0,2,51
1,11,20,.17407906,2.0799999,0,1.21,.41486973,-.86845499,3,1.1900001,9,1.8377777,4,0,2.04,51
2,11,1,.063424945,1.61,1,2.1700001,.44950396,-1.9582875,3,1.9649999,8,1.83375,5,5,1.61,52
2,11,2,.031387217,1.6,1,2,.44950396,-2.6617439,4,2.0666666,8,1.835,5,5,1.61,52
2,11,4,.014799154,1.71,1,2.25,.44950396,-3.4135747,2,2.2200003,8,1.82125,5,5,1.62,52
2,11,7,.007806147,1.61,1,1.78,.44950396,-4.0532331,2,1.8199999,8,1.83375,5,5,1.61,52
2,11,10,.15449667,2.04,0,1.11,.44950396,-1.0679721,3,1.1,8,1.78,5,0,1.98,52
2,11,12,.038217597,2.1600001,0,1.5,.44950396,-2.4648485,3,1.535,8,1.765,5,0,2.04,52
2,11,13,.01512441,1.95,0,1.3,.44950396,-3.3918347,3,1.3399999,8,1.79125,5,0,1.98,52
2,11,14,.069604814,1.62,1,1.95,.44950396,-1.8653109,4,1.9533333,8,1.8325,5,5,1.61,52
2,11,18,.15563506,1.98,0,1.12,.44950396,-1.0606308,4,1.0966666,8,1.7875,5,0,1.95,52
3,11,2,.02498536,1.6,1,2.0699999,.51473749,-3.025367,4,2.0433333,7,1.89,3,3,1.62,53
3,11,8,.06773375,2.04,0,1.36,.51473749,-2.0280724,3,1.2649999,7,1.8271428,3,0,2,53
3,11,9,.02186219,2,0,1.51,.51473749,-3.1588984,3,1.6100001,7,1.8328571,3,0,1.97,53
3,11,12,.0056607458,2.1600001,0,1.51,.51473749,-4.5101013,3,1.53,7,1.8099999,3,0,2.04,53
3,11,14,.16006246,1.62,1,2.02,.51473749,-1.168093,4,1.9299999,7,1.8871429,3,3,1.6,53
3,11,16,.090376735,1.97,0,1.66,.51473749,-1.7396702,2,1.59,7,1.8371428,3,0,2,53
3,11,17,.067148156,1.55,1,1.78,.51473749,-2.0367556,1,,7,1.8971429,3,3,1.6,53
3,11,19,.047433145,1.89,0,1.42,.51473749,-2.3843358,2,1.4499999,7,1.8485714,3,0,1.97,53
4,11,1,.056573916,1.61,1,1.98,.55914545,-2.2908616,3,2.0599999,10,1.9669999,2,2,1.6,54
